GlobalTime,time,station,site,moduleConfig,inputParamterVersion,SWversion,lotNum,barcode,sensorID,LensSN,vcmID,SPModuleSN,FlexureSN,standAlone,TestSW_Rev_NVM,option,AFcode,Sharpness_JEN,Sharpness_MGLVN,sfr_560cm_n4_cen_avg,sfr_560cm_n4_cen_TL_137,sfr_560cm_n4_cen_BR_138,sfr_560cm_n4_cen_TR_139,sfr_560cm_n4_cen_BL_140,sfr_560cm_n4_30F_TL_80,sfr_560cm_n4_30F_T_83,sfr_560cm_n4_30F_TR_88,sfr_560cm_n4_30F_TL_105,sfr_560cm_n4_30F_TL_110,sfr_560cm_n4_30F_TR_115,sfr_560cm_n4_30F_TR_117,sfr_560cm_n4_30F_BL_159,sfr_560cm_n4_30F_BL_165,sfr_560cm_n4_30F_BR_168,sfr_560cm_n4_30F_BR_171,sfr_560cm_n4_30F_BL_188,sfr_560cm_n4_30F_B_191,sfr_560cm_n4_30F_BR_196,sfr_560cm_n4_60F_TL_20,sfr_560cm_n4_60F_TL_22,sfr_560cm_n4_60F_TR_36,sfr_560cm_n4_60F_TR_37,sfr_560cm_n4_60F_TL_46,sfr_560cm_n4_60F_TR_66,sfr_560cm_n4_60F_L_126,sfr_560cm_n4_60F_R_150,sfr_560cm_n4_60F_BL_210,sfr_560cm_n4_60F_BR_230,sfr_560cm_n4_60F_BL_240,sfr_560cm_n4_60F_BL_241,sfr_560cm_n4_60F_BR_256,sfr_560cm_n4_60F_BR_258,sfr_560cm_n4_85F_TL_1,sfr_560cm_n4_85F_TR_14,sfr_560cm_n4_85F_TL_15,sfr_560cm_n4_85F_TL_17,sfr_560cm_n4_85F_TL_18,sfr_560cm_n4_85F_TR_39,sfr_560cm_n4_85F_TR_41,sfr_560cm_n4_85F_TR_42,sfr_560cm_n4_85F_TL_44,sfr_560cm_n4_85F_TR_70,sfr_560cm_n4_85F_BL_208,sfr_560cm_n4_85F_BR_234,sfr_560cm_n4_85F_BL_235,sfr_560cm_n4_85F_BL_237,sfr_560cm_n4_85F_BL_238,sfr_560cm_n4_85F_BR_259,sfr_560cm_n4_85F_BR_261,sfr_560cm_n4_85F_BR_262,sfr_560cm_n4_85F_BL_263,sfr_560cm_n4_85F_BR_276,sfr_560cm_n8_cen_avg,sfr_560cm_n8_cen_TL_137,sfr_560cm_n8_cen_BR_138,sfr_560cm_n8_cen_TR_139,sfr_560cm_n8_cen_BL_140,sfr_560cm_n8_30F_TL_80,sfr_560cm_n8_30F_T_83,sfr_560cm_n8_30F_TR_88,sfr_560cm_n8_30F_TL_105,sfr_560cm_n8_30F_TL_110,sfr_560cm_n8_30F_TR_115,sfr_560cm_n8_30F_TR_117,sfr_560cm_n8_30F_BL_159,sfr_560cm_n8_30F_BL_165,sfr_560cm_n8_30F_BR_168,sfr_560cm_n8_30F_BR_171,sfr_560cm_n8_30F_BL_188,sfr_560cm_n8_30F_B_191,sfr_560cm_n8_30F_BR_196,sfr_560cm_n8_60F_TL_20,sfr_560cm_n8_60F_TL_22,sfr_560cm_n8_60F_TR_36,sfr_560cm_n8_60F_TR_37,sfr_560cm_n8_60F_TL_46,sfr_560cm_n8_60F_TR_66,sfr_560cm_n8_60F_L_126,sfr_560cm_n8_60F_R_150,sfr_560cm_n8_60F_BL_210,sfr_560cm_n8_60F_BR_230,sfr_560cm_n8_60F_BL_240,sfr_560cm_n8_60F_BL_241,sfr_560cm_n8_60F_BR_256,sfr_560cm_n8_60F_BR_258,sfr_560cm_n8_85F_TL_1,sfr_560cm_n8_85F_TR_14,sfr_560cm_n8_85F_TL_15,sfr_560cm_n8_85F_TL_17,sfr_560cm_n8_85F_TL_18,sfr_560cm_n8_85F_TR_39,sfr_560cm_n8_85F_TR_41,sfr_560cm_n8_85F_TR_42,sfr_560cm_n8_85F_TL_44,sfr_560cm_n8_85F_TR_70,sfr_560cm_n8_85F_BL_208,sfr_560cm_n8_85F_BR_234,sfr_560cm_n8_85F_BL_235,sfr_560cm_n8_85F_BL_237,sfr_560cm_n8_85F_BL_238,sfr_560cm_n8_85F_BR_259,sfr_560cm_n8_85F_BR_261,sfr_560cm_n8_85F_BR_262,sfr_560cm_n8_85F_BL_263,sfr_560cm_n8_85F_BR_276,sfr_oc_shift_x,sfr_oc_shift_y,sfr_oc_x,sfr_oc_y,alignment_560cm_EFL,alignment_560cm_PFL,alignment_560cm_dFOV_DOTS,alignment_560cm_tilt_x,alignment_560cm_tilt_y,alignment_560cm_rotation,pass_items,fail_items,result,
T220307201049965VCMLEBC040,'2022-03-07 20:10:56:556,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9, C3141 MBO OVEN,,19cc74160248,0x5240f961b887f005,AS1C064026AGA831B539033104,AJ8C072362FPB231B621,DNB21523054440L09A,0,0.0000000000,0,-64,0.0163296584,0.0000000000,0.6274653226,0.6030408144,0.6381806135,0.6422382593,0.6264016032,0.6250566840,0.5827009678,0.5917917490,0.5616146326,0.6642795205,0.6124714613,0.5691393018,0.5392025709,0.6347235441,0.6530137062,0.5701135397,0.5490440130,0.5516037345,0.6201710701,0.5374536514,0.5445721149,0.4072317481,0.5780112147,0.4935259223,0.4173319936,0.4362801015,0.4378222227,0.4315729737,0.5079016685,0.4247828722,0.5899095535,0.5316518545,0.5648615956,0.4873966575,0.4773924053,0.4491869807,0.4674829841,0.4799461961,0.4753094912,0.5579544306,0.5381458998,0.4819017649,0.5243592262,0.5490371585,0.5069719553,0.4565472007,0.5866299868,0.5892900229,0.4346076250,0.5066328049,0.5116010308,0.4804994762,0.4218726456,0.8484559953,0.8358345032,0.8516565561,0.8559232950,0.8504096270,0.8265159130,0.8164300919,0.8317384124,0.8051294684,0.8542641401,0.8301677704,0.8181993961,0.8116950989,0.8535840511,0.8648921847,0.8121402264,0.8160391450,0.8136851788,0.8232972026,0.7956564426,0.8018658161,0.7330044508,0.8277765512,0.7810370922,0.7416974306,0.7552505732,0.7515989542,0.7542960644,0.7800063491,0.7458328605,0.8267449737,0.7869958878,0.8148185611,0.7728188038,0.7411142588,0.7589910626,0.7668509483,0.7752925754,0.7341464162,0.8041371703,0.7980421782,0.7701277137,0.7848947644,0.8036241531,0.7869238257,0.7490223050,0.8273342848,0.8266593218,0.7526618242,0.7909252048,0.7856280208,0.7529178858,0.7321467996,3.3854625551,62.6409691630,2019.8854625551,1449.8590308370,5.7481043126,5.7540105005,77.9863880467,0.0735102793,1.1755000857,0.5575063315,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
T220307201049965VCMLEBC040,'2022-03-07 20:10:57:399,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9, C3141 MBO OVEN,,19cc74160248,0x5240f961b887f005,AS1C064026AGA831B539033104,AJ8C072362FPB231B621,DNB21523054440L09A,0,0.0000000000,0,-32,0.0253052550,0.0000000000,0.3696679771,0.2336155176,0.2745142877,0.4660989940,0.5044431090,0.3043968081,0.3154267967,0.5287824273,0.3768799305,0.4375482798,0.1876868457,0.5303702354,0.5352377892,0.2382586002,0.4662857056,0.4320938587,0.5398999453,0.4210014939,0.3924186826,0.3341744244,0.5122972131,0.5476154089,0.3607330322,0.3237031698,0.5655420423,0.4027745128,0.4748564363,0.5104141831,0.3979836702,0.5186670423,0.2630219460,0.4062229395,0.5148156881,0.3261571527,0.4971761107,0.2931868434,0.4896259308,0.4966568053,0.4981188774,0.4245088696,0.4425142407,0.4009502828,0.3643639982,0.3274351954,0.4731420875,0.4228345752,0.3685539663,0.3952622116,0.2760404348,0.5447554588,0.5514223576,0.4268776178,0.2703821659,0.7210165560,0.6385035515,0.6639126539,0.7834653854,0.7981846333,0.6684566140,0.6790779829,0.7872334123,0.7099649310,0.7656362057,0.6227310300,0.7882860303,0.7849142551,0.6390662789,0.7844119668,0.7255390882,0.7872042060,0.7064291239,0.6824998260,0.6741272211,0.8117108345,0.8072449565,0.7468737364,0.6742751598,0.8194558620,0.7184476852,0.7713446021,0.7621558905,0.7177969217,0.7712444663,0.6946216822,0.7108557820,0.8070686460,0.6861950755,0.7620562911,0.6967353821,0.7921928763,0.7914263010,0.7722057104,0.7536780834,0.7592778802,0.7368634939,0.7081557512,0.7022459507,0.7713310122,0.7442101240,0.7266300321,0.7369176745,0.6905560493,0.8102347851,0.8104012012,0.7394247651,0.6587125063,3.2295081967,62.8524590164,2019.7295081967,1449.6475409836,5.7725418859,5.7784984260,77.8435111044,0.0702607178,1.1745026001,0.5554690589,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
T220307201049965VCMLEBC040,'2022-03-07 20:10:58:257,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9, C3141 MBO OVEN,,19cc74160248,0x5240f961b887f005,AS1C064026AGA831B539033104,AJ8C072362FPB231B621,DNB21523054440L09A,0,0.0000000000,0,0,0.0456823994,0.0000000000,0.0984147899,0.0703034252,0.0984474570,0.0684998780,0.1564083993,0.0396622270,0.0384403169,0.1084598750,0.0567377359,0.0529403090,0.0972401351,0.1668242514,0.1797108501,0.0997511446,0.1493794322,0.1484305859,0.2417663932,0.1622018069,0.1360132843,0.1284063905,0.0636640936,0.2483689338,0.1232726127,0.1248609126,0.2660516202,0.1569374800,0.1851922721,0.2523107827,0.1270134896,0.2644945383,0.1888511926,0.1400637776,0.0598011613,0.1136857495,0.3266249299,0.0973647013,0.1630451679,0.1521113664,0.3026323915,0.0470168069,0.0678071827,0.1157394946,0.0548734553,0.0386429243,0.1230082884,0.2129570246,0.0825157315,0.0461904593,0.0414678156,0.1386332959,0.1592139602,0.1982946396,0.0873274058,0.4197626114,0.3207575679,0.3479036689,0.4906518459,0.5197373629,0.3723531067,0.3950411081,0.5272140503,0.4349901080,0.4582101107,0.2923476100,0.5453143716,0.5539037585,0.3159825802,0.4912578464,0.4718990922,0.5484890342,0.4703769386,0.4213503897,0.4107582569,0.5639716983,0.6409055591,0.4420466721,0.4225562811,0.6545888186,0.4911350012,0.5865428448,0.5710651875,0.4863918424,0.5860966444,0.3632654548,0.4757263064,0.5530562401,0.5021583438,0.6610772014,0.5042753220,0.6005198359,0.5950055122,0.6730006933,0.5149725676,0.5309603214,0.5271120071,0.4849721193,0.4383007288,0.5713932514,0.5960145593,0.4541933239,0.4684390128,0.4835573137,0.6147740483,0.6195340157,0.5925986767,0.4702727199,3.3417266187,62.9172661871,2019.8417266187,1449.5827338129,5.7970622970,5.8030695748,77.6933166951,0.0720683674,1.1707461828,0.5575805334,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
T220307201049965VCMLEBC040,'2022-03-07 20:10:59:366,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9, C3141 MBO OVEN,,19cc74160248,0x5240f961b887f005,AS1C064026AGA831B539033104,AJ8C072362FPB231B621,DNB21523054440L09A,0,0.0000000000,1,-96,0.0242976172,0.0000000000,0.3879248723,0.4939430356,0.4923204184,0.2899163663,0.2755196691,0.4099184573,0.3493231833,0.1633865535,0.2428720295,0.3286568224,0.5304895043,0.1382014155,0.1076708138,0.5342286825,0.3209148645,0.2409360409,0.1319188476,0.2777627707,0.3868691921,0.3545992076,0.2746167779,0.1406422108,0.3661970794,0.2992129922,0.1280627251,0.1684929430,0.1205485836,0.1201991588,0.2058361173,0.0926564187,0.4354542494,0.2347175777,0.2846537828,0.4497449398,0.2929652333,0.4291619062,0.2119659334,0.2214385569,0.2926367819,0.3251928687,0.3082034588,0.2724130154,0.3557395339,0.4049837589,0.2515761852,0.3205091357,0.4024042785,0.3724522889,0.3783788681,0.2030583918,0.2360948622,0.3292924166,0.3833315372,0.7384958863,0.7948002815,0.8032954931,0.6881754398,0.6677123308,0.7520599961,0.7213329077,0.6382482052,0.6774910688,0.7041420937,0.8061219454,0.6187518239,0.6043417454,0.8237200379,0.7007507086,0.6810335517,0.6191548705,0.7015715241,0.7504413128,0.6984918714,0.6026749611,0.4845435917,0.6848706007,0.6747578382,0.4872720838,0.5917691588,0.5279631019,0.5383504033,0.6274021864,0.5211901665,0.7276933789,0.6464245319,0.6176326275,0.7330237031,0.6240668297,0.7095146179,0.5788061023,0.5864742398,0.6092303991,0.6660984159,0.6506921649,0.6402208805,0.6858782768,0.7301436067,0.6246820688,0.6379185915,0.7250476480,0.7075777054,0.6946101189,0.5887258053,0.5883527994,0.6521300673,0.6934707165,3.2685950413,62.5000000000,2019.7685950413,1450.0000000000,5.7218448361,5.7276971565,78.1217841796,0.0716267807,1.1782207114,0.5608418934,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
T220307201049965VCMLEBC040,'2022-03-07 20:11:00:226,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9, C3141 MBO OVEN,,19cc74160248,0x5240f961b887f005,AS1C064026AGA831B539033104,AJ8C072362FPB231B621,DNB21523054440L09A,0,0.0000000000,1,-88,0.0213001067,0.0000000000,0.4758985266,0.5701991916,0.5800989866,0.3915764987,0.3617194295,0.5017076135,0.4309820831,0.2590973377,0.3448780477,0.4236425757,0.5994303226,0.2498526275,0.2126463056,0.6088420153,0.4155913293,0.3460461199,0.2326750457,0.3730044365,0.4804298282,0.4225904346,0.3293807507,0.1624360383,0.4267951250,0.3641331792,0.1583016217,0.2330680788,0.1678853035,0.1663672626,0.2946535349,0.1324159205,0.5015478134,0.3315750360,0.3634350300,0.4732524157,0.3409409225,0.4430553913,0.2662288845,0.2757113874,0.3408762217,0.3844215274,0.3768226206,0.3270994723,0.4154399633,0.4471538663,0.3185569644,0.3545327485,0.4721778631,0.4374421239,0.4098545313,0.2579740286,0.2908998132,0.3764938712,0.4049988985,0.7843704820,0.8261468410,0.8399279118,0.7439036965,0.7275034785,0.7890282869,0.7604241371,0.6971306205,0.7273535132,0.7542420626,0.8326284885,0.6793637872,0.6693407893,0.8516393304,0.7557180524,0.7298354506,0.6844311357,0.7479501963,0.7899312377,0.7371690273,0.6593914628,0.5540121198,0.7352430224,0.7138629556,0.5507862568,0.6436167359,0.5910911560,0.6056914926,0.6783236265,0.5863108039,0.7699924111,0.6954798102,0.6725035906,0.7517888546,0.6544320583,0.7291245461,0.6274719238,0.6398190260,0.6458731890,0.7152687311,0.7008647323,0.6770913005,0.7201640010,0.7566102147,0.6722397804,0.6709160805,0.7635215521,0.7450615168,0.7191333771,0.6454861164,0.6416407824,0.6789872646,0.7106903791,3.3389830508,62.5254237288,2019.8389830508,1449.9745762712,5.7282688089,5.7341342844,78.0886000740,0.0728826801,1.1773808787,0.5603630278,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
T220307201049965VCMLEBC040,'2022-03-07 20:11:01:051,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9, C3141 MBO OVEN,,19cc74160248,0x5240f961b887f005,AS1C064026AGA831B539033104,AJ8C072362FPB231B621,DNB21523054440L09A,0,0.0000000000,1,-80,0.0186921032,0.0000000000,0.5527447984,0.6179220676,0.6391739249,0.4895861149,0.4642970860,0.5736663342,0.4965897799,0.3864765763,0.4421674609,0.5218613148,0.6423070431,0.3595722318,0.3319079280,0.6622582078,0.5115882158,0.4483374357,0.3507619500,0.4540585876,0.5614662170,0.4837149382,0.4062354863,0.2176296115,0.4977091551,0.4304156303,0.2209415436,0.3239378929,0.2494125962,0.2466572225,0.3841760755,0.2257217467,0.5528433919,0.4160708189,0.4257990420,0.4962668121,0.3958323598,0.4528695345,0.3314378262,0.3423923254,0.3917735815,0.4496861100,0.4358776808,0.3990262747,0.4707033038,0.5018629432,0.3897640705,0.3970270753,0.5278549194,0.4962013364,0.4283177257,0.3448361754,0.3669113219,0.4235916436,0.4253593683,0.8195232302,0.8460299969,0.8588581085,0.7933314443,0.7798733711,0.8143430948,0.7903387547,0.7521221638,0.7664948702,0.7991124392,0.8483983278,0.7343932986,0.7254910469,0.8695048094,0.8025262356,0.7686438560,0.7370324135,0.7817935944,0.8156611919,0.7699716091,0.7121484280,0.6218272448,0.7737358809,0.7543753386,0.6230737567,0.6971850991,0.6500746012,0.6626750231,0.7275041938,0.6453645229,0.8028787374,0.7352685332,0.7285305858,0.7686829567,0.6899133921,0.7452303171,0.6808511019,0.6937484145,0.6805062294,0.7547179461,0.7458227873,0.7207334638,0.7489352226,0.7850764394,0.7233085036,0.7012795210,0.7949424982,0.7855178118,0.7401697040,0.7057856321,0.6944504976,0.7118579149,0.7303857803,3.4650655022,62.4563318777,2019.9650655022,1450.0436681223,5.7332099221,5.7390855261,78.0501862453,0.0752113966,1.1750553919,0.5592542537,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
T220307201049965VCMLEBC040,'2022-03-07 20:11:01:879,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9, C3141 MBO OVEN,,19cc74160248,0x5240f961b887f005,AS1C064026AGA831B539033104,AJ8C072362FPB231B621,DNB21523054440L09A,0,0.0000000000,1,-72,0.0169562567,0.0000000000,0.6075159609,0.6397470236,0.6590430737,0.5764961243,0.5547776222,0.6204963923,0.5588556528,0.4975414276,0.5150436759,0.6047154665,0.6496326327,0.4689438045,0.4370564818,0.6679143310,0.5950409770,0.5254931450,0.4597972929,0.5155813694,0.6072201729,0.5228618383,0.4811371267,0.3040469885,0.5438333750,0.4676135480,0.3118456602,0.3843148351,0.3426613212,0.3456887007,0.4617543817,0.3251692057,0.5837011337,0.4809809923,0.4932764471,0.5017876625,0.4446054697,0.4507512450,0.3995755315,0.4089894593,0.4262586832,0.5167685747,0.4860940576,0.4395993948,0.5102769136,0.5347643495,0.4504455924,0.4312752187,0.5618849397,0.5515323877,0.4427419305,0.4256110489,0.4327868819,0.4591050744,0.4223937392,0.8422682881,0.8483868837,0.8675899506,0.8311370611,0.8219592571,0.8247761726,0.8091024160,0.7929104567,0.7947500944,0.8330309391,0.8458803892,0.7806075811,0.7707768083,0.8698095679,0.8400425315,0.7990767956,0.7823448181,0.8045016527,0.8303261995,0.7897374630,0.7643115520,0.6811319590,0.8047544360,0.7716662884,0.6874319315,0.7296382785,0.7014748454,0.7160402536,0.7583340406,0.7007148266,0.8205889463,0.7664054036,0.7730638981,0.7692400217,0.7202707529,0.7542017102,0.7256919146,0.7380998731,0.7113619447,0.7851953506,0.7705305815,0.7536659837,0.7774821520,0.8018374443,0.7576661706,0.7333997488,0.8173540831,0.8061965704,0.7511719465,0.7491303682,0.7446997166,0.7315956354,0.7351689339,3.5265486726,62.5000000000,2020.0265486726,1450.0000000000,5.7391544639,5.7450422648,78.0196381839,0.0762984476,1.1746644919,0.5555111880,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
T220307201049965VCMLEBC040,'2022-03-07 20:11:02:683,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9, C3141 MBO OVEN,,19cc74160248,0x5240f961b887f005,AS1C064026AGA831B539033104,AJ8C072362FPB231B621,DNB21523054440L09A,0,0.0000000000,1,-64,0.0165244119,0.0000000000,0.6297345310,0.6102286577,0.6450325847,0.6396886110,0.6239882708,0.6322071552,0.5811989307,0.5823798776,0.5594042540,0.6579958200,0.6164351702,0.5665432811,0.5357873440,0.6352292895,0.6535819769,0.5649370551,0.5488266945,0.5475192070,0.6193091869,0.5413357019,0.5330134630,0.3966135979,0.5715280771,0.4934473336,0.4071367383,0.4348121285,0.4311978817,0.4318637848,0.5016517043,0.4202771783,0.5863630772,0.5299364924,0.5614315271,0.4925647676,0.4796586633,0.4446840882,0.4608502388,0.4778847694,0.4608750939,0.5487016439,0.5314765573,0.4768242240,0.5195291042,0.5413323641,0.5089880228,0.4602380991,0.5905539989,0.5913211107,0.4366149306,0.5085602999,0.5091162324,0.4771561623,0.4244655669,0.8490764052,0.8373888135,0.8547673821,0.8528425694,0.8513068557,0.8255236149,0.8148327470,0.8256855607,0.8073364496,0.8534500003,0.8296496868,0.8155808449,0.8094665408,0.8542042971,0.8644495010,0.8127205372,0.8162338734,0.8154050112,0.8258336782,0.8009014726,0.7973389030,0.7320532799,0.8256555200,0.7802954912,0.7372536659,0.7543466091,0.7484627366,0.7519362569,0.7804102898,0.7445614338,0.8271861076,0.7876147032,0.8094935417,0.7658339739,0.7430764437,0.7582111955,0.7672206163,0.7788481712,0.7362620234,0.8031966090,0.7959852219,0.7744482160,0.7852643728,0.8054819703,0.7915776968,0.7465757132,0.8302618861,0.8249009252,0.7534936666,0.7899893522,0.7858654857,0.7517721057,0.7380456328,3.3333333333,62.5877192982,2019.8333333333,1449.9122807018,5.7469267910,5.7528305582,77.9841929392,0.0725389065,1.1747338865,0.5558325405,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
T220307201049965VCMLEBC040,'2022-03-07 20:11:03:506,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9, C3141 MBO OVEN,,19cc74160248,0x5240f961b887f005,AS1C064026AGA831B539033104,AJ8C072362FPB231B621,DNB21523054440L09A,0,0.0000000000,1,-56,0.0167699707,0.0000000000,0.6137216240,0.5532153845,0.5816186070,0.6594384909,0.6606140137,0.5860363841,0.5678676367,0.6353084445,0.5650297403,0.6722446680,0.5392128825,0.6248987317,0.5950770378,0.5624781847,0.6687947512,0.5820975304,0.6010044217,0.5577456951,0.6041978598,0.5147833824,0.5795646906,0.4809079766,0.5760440826,0.4872384667,0.4937168360,0.4738621414,0.4713445306,0.5018770695,0.5185188055,0.4958854616,0.5626866221,0.5415681601,0.5989366770,0.4637086987,0.5076612234,0.4237284064,0.5056237578,0.5238113403,0.5050961971,0.5596815348,0.5569950342,0.4867630005,0.5197196007,0.5243235826,0.5388902426,0.4661468863,0.5801926851,0.5896750689,0.4162377715,0.5570610166,0.5584529638,0.4852682054,0.3913447261,0.8420807123,0.8111386895,0.8291192055,0.8649210334,0.8631439209,0.8063703179,0.8049393296,0.8400221467,0.8053995371,0.8572571278,0.8026286364,0.8373699188,0.8271025419,0.8242381215,0.8690625429,0.8134415150,0.8312095404,0.8098379374,0.8124746084,0.7875509262,0.8258916140,0.7714678645,0.8282160759,0.7747151852,0.7789281607,0.7722483873,0.7720309496,0.7755892873,0.7852258086,0.7760813236,0.8158792257,0.7866652608,0.8319176435,0.7610281706,0.7578241825,0.7483566403,0.7875598669,0.7932560444,0.7603446245,0.8158353567,0.8063738346,0.7794764042,0.7850215435,0.7953811884,0.8010370135,0.7556817532,0.8228585720,0.8210161924,0.7505143285,0.8155059814,0.8096210957,0.7606457472,0.7226507068,3.3854625551,62.6409691630,2019.8854625551,1449.8590308370,5.7551173060,5.7610379219,77.9526218158,0.0734206102,1.1740665904,0.5579233913,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
T220307201049965VCMLEBC040,'2022-03-07 20:11:04:313,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9, C3141 MBO OVEN,,19cc74160248,0x5240f961b887f005,AS1C064026AGA831B539033104,AJ8C072362FPB231B621,DNB21523054440L09A,0,0.0000000000,1,-48,0.0185777913,0.0000000000,0.5596525520,0.4557119608,0.4929049611,0.6385879517,0.6514053345,0.5178142786,0.5171940327,0.6415776014,0.5359466672,0.6350172758,0.4398648143,0.6350654364,0.6281199455,0.4645385146,0.6459610462,0.5604046583,0.6174275279,0.5423501730,0.5548511744,0.4702977538,0.6022022963,0.5412483811,0.5415440202,0.4491056204,0.5604944229,0.4728242159,0.5163803101,0.5327528715,0.5063593388,0.5354857445,0.4962790012,0.5154657364,0.6065157652,0.4253200293,0.5147651434,0.4023213387,0.5313921571,0.5410413742,0.5159142613,0.5437433720,0.5444498062,0.4857071638,0.4922247529,0.4771505296,0.5480694771,0.4684166312,0.5392733812,0.5520310402,0.3766232729,0.5942499042,0.5789366364,0.4864505529,0.3690804839,0.8187343329,0.7667465210,0.7914579511,0.8584033847,0.8583294749,0.7759642601,0.7812118530,0.8382635713,0.7927741408,0.8451669812,0.7557077408,0.8371924758,0.8317592144,0.7765840888,0.8593049049,0.7988190651,0.8334103823,0.7890308499,0.7834373116,0.7644357085,0.8338041306,0.7993993759,0.8170948029,0.7542181015,0.8080573082,0.7661284804,0.7896910906,0.7867133021,0.7798689604,0.7902604342,0.7940261364,0.7737957239,0.8403808475,0.7454345822,0.7659193277,0.7378845215,0.8065755367,0.8081601262,0.7694598436,0.8078929186,0.8041275740,0.7756155729,0.7709249258,0.7724713087,0.8042540550,0.7636043429,0.8071656823,0.8067235947,0.7400245070,0.8309530020,0.8246174455,0.7594926357,0.7095072269,3.3632478632,62.6538461538,2019.8632478632,1449.8461538462,5.7598609450,5.7657913300,77.9134306752,0.0729406537,1.1733419664,0.5577771719,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
T220307201049965VCMLEBC040,'2022-03-07 20:11:05:148,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9, C3141 MBO OVEN,,19cc74160248,0x5240f961b887f005,AS1C064026AGA831B539033104,AJ8C072362FPB231B621,DNB21523054440L09A,0,0.0000000000,1,-40,0.0214271198,0.0000000000,0.4774343893,0.3498854935,0.3857883811,0.5751689672,0.5988947153,0.4208066463,0.4391000867,0.6056716442,0.4774853587,0.5534859300,0.3179661036,0.6085575819,0.6060559154,0.3474535346,0.5802599192,0.5143167973,0.5941875577,0.4910024703,0.4763740897,0.4062650204,0.5810573101,0.5636732578,0.4709010124,0.3990156651,0.5768554211,0.4397006035,0.5339628458,0.5412400961,0.4563297033,0.5408937335,0.4003548026,0.4712290168,0.5893519521,0.3735926747,0.5165040493,0.3497659862,0.5258870721,0.5367778540,0.5124593973,0.4965925217,0.5087897182,0.4569682479,0.4313572645,0.4149962962,0.5301774740,0.4422424436,0.4644041061,0.4870806634,0.3330361843,0.5932569504,0.5913746357,0.4580244422,0.3151662052,0.7805451751,0.7133041620,0.7375413775,0.8320726752,0.8392624855,0.7290277481,0.7378014326,0.8258537054,0.7573425174,0.8163263798,0.6971071959,0.8208004236,0.8190989494,0.7171823382,0.8339915276,0.7679573894,0.8192331791,0.7583072186,0.7397822142,0.7300791740,0.8343250155,0.8103263378,0.7906946540,0.7200080156,0.8207252622,0.7500644922,0.7923868895,0.7841247916,0.7545961142,0.7856835723,0.7542953491,0.7544268966,0.8340121508,0.7243908048,0.7656986117,0.7178532481,0.8043768406,0.8077943325,0.7779926062,0.7856968641,0.7906136513,0.7659927011,0.7501732707,0.7448437810,0.7981652021,0.7560527325,0.7734214067,0.7779898643,0.7206908464,0.8321462870,0.8230476975,0.7518312335,0.6878521442,3.4915966387,62.8025210084,2019.9915966387,1449.6974789916,5.7657048004,5.7716472315,77.8782358635,0.0752874960,1.1749548843,0.5607845181,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
