GlobalTime,time,station,site,moduleConfig,inputParamterVersion,SWversion,lotNum,barcode,sensorID,LensSN,vcmID,SPModuleSN,FlexureSN,standAlone,TestSW_Rev_NVM,option,AFcode,Sharpness_JEN,Sharpness_MGLVN,sfr_560cm_n4_cen_avg,sfr_560cm_n4_cen_TL_137,sfr_560cm_n4_cen_BR_138,sfr_560cm_n4_cen_TR_139,sfr_560cm_n4_cen_BL_140,sfr_560cm_n4_30F_TL_80,sfr_560cm_n4_30F_T_83,sfr_560cm_n4_30F_TR_88,sfr_560cm_n4_30F_TL_105,sfr_560cm_n4_30F_TL_110,sfr_560cm_n4_30F_TR_115,sfr_560cm_n4_30F_TR_117,sfr_560cm_n4_30F_BL_159,sfr_560cm_n4_30F_BL_165,sfr_560cm_n4_30F_BR_168,sfr_560cm_n4_30F_BR_171,sfr_560cm_n4_30F_BL_188,sfr_560cm_n4_30F_B_191,sfr_560cm_n4_30F_BR_196,sfr_560cm_n4_60F_TL_20,sfr_560cm_n4_60F_TL_22,sfr_560cm_n4_60F_TR_36,sfr_560cm_n4_60F_TR_37,sfr_560cm_n4_60F_TL_46,sfr_560cm_n4_60F_TR_66,sfr_560cm_n4_60F_L_126,sfr_560cm_n4_60F_R_150,sfr_560cm_n4_60F_BL_210,sfr_560cm_n4_60F_BR_230,sfr_560cm_n4_60F_BL_240,sfr_560cm_n4_60F_BL_241,sfr_560cm_n4_60F_BR_256,sfr_560cm_n4_60F_BR_258,sfr_560cm_n4_85F_TL_1,sfr_560cm_n4_85F_TR_14,sfr_560cm_n4_85F_TL_15,sfr_560cm_n4_85F_TL_17,sfr_560cm_n4_85F_TL_18,sfr_560cm_n4_85F_TR_39,sfr_560cm_n4_85F_TR_41,sfr_560cm_n4_85F_TR_42,sfr_560cm_n4_85F_TL_44,sfr_560cm_n4_85F_TR_70,sfr_560cm_n4_85F_BL_208,sfr_560cm_n4_85F_BR_234,sfr_560cm_n4_85F_BL_235,sfr_560cm_n4_85F_BL_237,sfr_560cm_n4_85F_BL_238,sfr_560cm_n4_85F_BR_259,sfr_560cm_n4_85F_BR_261,sfr_560cm_n4_85F_BR_262,sfr_560cm_n4_85F_BL_263,sfr_560cm_n4_85F_BR_276,sfr_560cm_n8_cen_avg,sfr_560cm_n8_cen_TL_137,sfr_560cm_n8_cen_BR_138,sfr_560cm_n8_cen_TR_139,sfr_560cm_n8_cen_BL_140,sfr_560cm_n8_30F_TL_80,sfr_560cm_n8_30F_T_83,sfr_560cm_n8_30F_TR_88,sfr_560cm_n8_30F_TL_105,sfr_560cm_n8_30F_TL_110,sfr_560cm_n8_30F_TR_115,sfr_560cm_n8_30F_TR_117,sfr_560cm_n8_30F_BL_159,sfr_560cm_n8_30F_BL_165,sfr_560cm_n8_30F_BR_168,sfr_560cm_n8_30F_BR_171,sfr_560cm_n8_30F_BL_188,sfr_560cm_n8_30F_B_191,sfr_560cm_n8_30F_BR_196,sfr_560cm_n8_60F_TL_20,sfr_560cm_n8_60F_TL_22,sfr_560cm_n8_60F_TR_36,sfr_560cm_n8_60F_TR_37,sfr_560cm_n8_60F_TL_46,sfr_560cm_n8_60F_TR_66,sfr_560cm_n8_60F_L_126,sfr_560cm_n8_60F_R_150,sfr_560cm_n8_60F_BL_210,sfr_560cm_n8_60F_BR_230,sfr_560cm_n8_60F_BL_240,sfr_560cm_n8_60F_BL_241,sfr_560cm_n8_60F_BR_256,sfr_560cm_n8_60F_BR_258,sfr_560cm_n8_85F_TL_1,sfr_560cm_n8_85F_TR_14,sfr_560cm_n8_85F_TL_15,sfr_560cm_n8_85F_TL_17,sfr_560cm_n8_85F_TL_18,sfr_560cm_n8_85F_TR_39,sfr_560cm_n8_85F_TR_41,sfr_560cm_n8_85F_TR_42,sfr_560cm_n8_85F_TL_44,sfr_560cm_n8_85F_TR_70,sfr_560cm_n8_85F_BL_208,sfr_560cm_n8_85F_BR_234,sfr_560cm_n8_85F_BL_235,sfr_560cm_n8_85F_BL_237,sfr_560cm_n8_85F_BL_238,sfr_560cm_n8_85F_BR_259,sfr_560cm_n8_85F_BR_261,sfr_560cm_n8_85F_BR_262,sfr_560cm_n8_85F_BL_263,sfr_560cm_n8_85F_BR_276,sfr_oc_shift_x,sfr_oc_shift_y,sfr_oc_x,sfr_oc_y,alignment_560cm_EFL,alignment_560cm_PFL,alignment_560cm_dFOV_DOTS,alignment_560cm_tilt_x,alignment_560cm_tilt_y,alignment_560cm_rotation,pass_items,fail_items,result,
T220307181737329VCMLEBC040,'2022-03-07 18:17:47:962,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9,MB0 C3141 NPI UV,,19cc74160780,0x5240fe61ccf4b003,AS1C064043JMA531C233105027,AJ8C072332H1B331B614,DNB21523054820K09A,0,0.0000000000,1,-88,0.0219013023,0.0000000000,0.4464032650,0.5640967488,0.5441172123,0.3416045904,0.3357945085,0.4990340769,0.4038834274,0.2109890878,0.3534542322,0.3880831003,0.5784113407,0.1739793718,0.2308920026,0.5860604048,0.3695275784,0.2696093321,0.2421122789,0.3573908210,0.4256025553,0.4120429754,0.2937359810,0.1309249848,0.4258382618,0.3758257031,0.1278174818,0.2600165606,0.1045360416,0.1854506433,0.1677507758,0.1412484348,0.5250499249,0.2029716074,0.2671428323,0.4553480148,0.3795166910,0.4339405894,0.2177107036,0.2401908934,0.3691037297,0.4075739980,0.3888289928,0.2985658646,0.4535381198,0.4779940844,0.2659344375,0.3599454165,0.4953138232,0.4684842825,0.3696790636,0.1877562404,0.2363725156,0.3624911904,0.3750026524,0.7691499740,0.8220108747,0.8209369183,0.7208790183,0.7127730846,0.7887384892,0.7542045116,0.6706404686,0.7301486731,0.7386261821,0.8225358129,0.6427192688,0.6776761413,0.8388798833,0.7329023480,0.6933249831,0.6888272762,0.7413920164,0.7659704685,0.7393852472,0.6312972903,0.5543242693,0.7380914688,0.7266244888,0.5506827831,0.6705019474,0.5557321906,0.6275109053,0.6115362644,0.6029591560,0.7838593721,0.6297591925,0.6157236099,0.7363951206,0.6966159940,0.7186540961,0.5983173251,0.6204193830,0.6818284392,0.7335958481,0.7225006819,0.6697212458,0.7499089241,0.7753076553,0.6531008482,0.6750540733,0.7820102572,0.7696697712,0.7011486292,0.5835973620,0.6070742607,0.6851137877,0.6936596632,-2.6373390558,49.2038626609,2013.8626609442,1463.2961373391,5.7292284469,5.7350958888,78.1032560471,-0.0405703635,0.9244028400,0.7220132525,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
T220307181737329VCMLEBC040,'2022-03-07 18:17:48:785,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9,MB0 C3141 NPI UV,,19cc74160780,0x5240fe61ccf4b003,AS1C064043JMA531C233105027,AJ8C072332H1B331B614,DNB21523054820K09A,0,0.0000000000,1,-80,0.0189164931,0.0000000000,0.5418397859,0.6214708090,0.6235100031,0.4637506604,0.4586276710,0.5820291042,0.4982859194,0.3414236307,0.4516372085,0.4998139143,0.6324266195,0.3014689088,0.3591809273,0.6470885873,0.4849137068,0.3716778159,0.3765487373,0.4598538876,0.5195613503,0.4806494117,0.3717674017,0.2016036212,0.5037324429,0.4513063729,0.1920413375,0.3362729549,0.1931775361,0.2862721086,0.2697275281,0.2520493269,0.5799826384,0.3015619218,0.3469436765,0.4891804457,0.4328979254,0.4640046358,0.2807916701,0.3150963187,0.4258479476,0.4810211658,0.4628436565,0.3758201003,0.5040889382,0.5289124250,0.3490613699,0.4108087420,0.5518659353,0.5438957214,0.4104226232,0.2601821721,0.2999843955,0.4269888997,0.4062524438,0.8141013980,0.8490409851,0.8532598019,0.7794334888,0.7746713161,0.8224302530,0.7889789939,0.7364102602,0.7732836008,0.7945309281,0.8459937572,0.7087632418,0.7392526269,0.8642846942,0.7915405035,0.7447015047,0.7477715015,0.7846463323,0.8038049936,0.7774896622,0.6949715614,0.6252865791,0.7812885642,0.7616701126,0.6212359071,0.7172902822,0.6243747473,0.6868278384,0.6714776754,0.6719075441,0.8114196062,0.6859117746,0.6779161692,0.7601589561,0.7268305421,0.7431539297,0.6622017622,0.6816939712,0.7176607847,0.7725628018,0.7645270824,0.7158742547,0.7751967907,0.7997536659,0.7102948427,0.7134824395,0.8117910624,0.7994515896,0.7331414223,0.6492337584,0.6708605886,0.7183985710,0.7212407589,-2.6130434783,49.2565217391,2013.8869565217,1463.2434782609,5.7370677787,5.7429512967,78.0705324748,-0.0400543292,0.9241365619,0.7258578151,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
T220307181737329VCMLEBC040,'2022-03-07 18:17:49:600,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9,MB0 C3141 NPI UV,,19cc74160780,0x5240fe61ccf4b003,AS1C064043JMA531C233105027,AJ8C072332H1B331B614,DNB21523054820K09A,0,0.0000000000,1,-72,0.0169774255,0.0000000000,0.6104124486,0.6422360539,0.6552565098,0.5717338920,0.5724233389,0.6319673657,0.5599011183,0.4655757248,0.5284165740,0.6022176743,0.6419693232,0.4331087470,0.4788300991,0.6614541411,0.5876241922,0.4719942808,0.4965017438,0.5316984653,0.5854888558,0.5283515453,0.4520573616,0.3070501387,0.5506728888,0.4969735444,0.3069884181,0.4262605309,0.2787454724,0.3975309432,0.3720436692,0.3614950180,0.5996320248,0.3994054496,0.4251941741,0.5083125830,0.4813696742,0.4946741164,0.3697615266,0.4004420042,0.4679073691,0.5396276712,0.5224761963,0.4330825210,0.5294423103,0.5485641956,0.4362450540,0.4505326152,0.5922918916,0.5924915075,0.4432972372,0.3488104641,0.3844054341,0.4781272411,0.4384177029,0.8434756398,0.8545168638,0.8676561117,0.8265830278,0.8251465559,0.8362315297,0.8099759817,0.7837404609,0.8002492189,0.8341888785,0.8495451808,0.7675405741,0.7879766822,0.8693584204,0.8383792639,0.7830616236,0.7974897027,0.8114067316,0.8246449828,0.7943909764,0.7538668513,0.6914958358,0.8122918606,0.7827175260,0.6912794113,0.7577973008,0.6874065399,0.7382730246,0.7190793157,0.7252552509,0.8271536231,0.7306109071,0.7362618446,0.7690713406,0.7529982924,0.7642439604,0.7176576853,0.7365834713,0.7495503426,0.8017133474,0.7956883907,0.7571223378,0.7895501256,0.8102756143,0.7593404651,0.7470945716,0.8323284984,0.8258452415,0.7512301207,0.7109342813,0.7266480923,0.7462222576,0.7384476662,-2.6938325991,49.4251101322,2013.8061674009,1463.0748898678,5.7419329849,5.7478264910,78.0354255661,-0.0415504750,0.9265450409,0.7291334531,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
T220307181737329VCMLEBC040,'2022-03-07 18:17:50:405,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9,MB0 C3141 NPI UV,,19cc74160780,0x5240fe61ccf4b003,AS1C064043JMA531C233105027,AJ8C072332H1B331B614,DNB21523054820K09A,0,0.0000000000,1,-64,0.0163635286,0.0000000000,0.6384549588,0.6150169373,0.6390273571,0.6494044065,0.6503711343,0.6283408403,0.5748770237,0.5682220459,0.5733853579,0.6675229669,0.6070270538,0.5337566137,0.5671429038,0.6300573349,0.6625204086,0.5361953974,0.5848864913,0.5794640779,0.6129136086,0.5451179743,0.5356026888,0.4077479243,0.5780109167,0.5151678324,0.4063231349,0.4678707719,0.3932928741,0.4754179716,0.4530768394,0.4608655274,0.5924114585,0.4660117626,0.5106346607,0.5074339509,0.5020723939,0.4849306047,0.4506675303,0.4779359698,0.4998033047,0.5698829889,0.5497573614,0.4935673177,0.5253579021,0.5360363722,0.5061442852,0.4915978909,0.5916942358,0.6016335487,0.4490494728,0.4449264407,0.4781925678,0.5023584366,0.4403563738,0.8557730615,0.8428683281,0.8625735044,0.8601267934,0.8575236201,0.8280090690,0.8189652562,0.8241769075,0.8141503334,0.8607620001,0.8363587856,0.8061840534,0.8199528456,0.8563126326,0.8679178953,0.8052623272,0.8297845125,0.8239030838,0.8262944221,0.8055219650,0.7982405424,0.7450080514,0.8273924589,0.7936764956,0.7465505600,0.7776010633,0.7358243465,0.7768735290,0.7570127249,0.7664249539,0.8282066584,0.7672274709,0.7881527543,0.7770680189,0.7655394077,0.7721532583,0.7608905435,0.7796865702,0.7676441073,0.8146469593,0.8053677678,0.7828086019,0.7940468788,0.8074269295,0.7886886597,0.7705808282,0.8348611593,0.8276962042,0.7678107023,0.7658111453,0.7783077955,0.7658588886,0.7407130599,-2.6866666667,49.4155555556,2013.8133333333,1463.0844444444,5.7475915966,5.7534967304,77.9942750410,-0.0413739392,0.9254513275,0.7273559273,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
T220307181737329VCMLEBC040,'2022-03-07 18:17:51:308,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9,MB0 C3141 NPI UV,,19cc74160780,0x5240fe61ccf4b003,AS1C064043JMA531C233105027,AJ8C072332H1B331B614,DNB21523054820K09A,0,0.0000000000,1,-56,0.0167488018,0.0000000000,0.6203412414,0.5418344736,0.5811128616,0.6770103574,0.6814072728,0.5915290713,0.5657303333,0.6203522682,0.5715208054,0.6854355335,0.5283929110,0.6052216887,0.6302505732,0.5562479496,0.6868525743,0.5738408566,0.6300112009,0.5764298439,0.6023260951,0.5238907933,0.5934444666,0.4884311259,0.5661087036,0.4948897064,0.4986543059,0.4847583175,0.4745422006,0.5315324068,0.4809805751,0.5278185010,0.5399407148,0.5141658187,0.5738949180,0.5019348264,0.5069314837,0.4785696864,0.5162327886,0.5370600224,0.5188552141,0.5627828836,0.5494550467,0.5161409378,0.5044482946,0.5109599829,0.5524270535,0.5057685375,0.5584782362,0.5834811330,0.4525105655,0.5345476866,0.5545315742,0.5229425430,0.4218636751,0.8503141403,0.8162168264,0.8392614126,0.8732482195,0.8725301027,0.8110381961,0.8078300953,0.8415890932,0.8094094396,0.8682944179,0.8035453558,0.8319313526,0.8378783464,0.8249570727,0.8775460720,0.8132711649,0.8460326195,0.8171588182,0.8171937466,0.7958438396,0.8289112449,0.7826152444,0.8239498734,0.7838845253,0.7835704684,0.7794436216,0.7753720880,0.7976040840,0.7746822238,0.7929844856,0.8075431585,0.7842498422,0.8207095861,0.7664723396,0.7726384997,0.7707260847,0.8031036854,0.8079345822,0.7798012495,0.8194131255,0.8085977435,0.7895585299,0.7812411785,0.7918816209,0.8132714033,0.7823927999,0.8207097054,0.8180930614,0.7642516494,0.7980113029,0.8119060993,0.7750833035,0.7370479107,-2.9669603524,49.3546255507,2013.5330396476,1463.1453744493,5.7533835230,5.7593005703,77.9603340631,-0.0466303379,0.9233674850,0.7292874831,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
T220307181737329VCMLEBC040,'2022-03-07 18:17:52:131,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9,MB0 C3141 NPI UV,,19cc74160780,0x5240fe61ccf4b003,AS1C064043JMA531C233105027,AJ8C072332H1B331B614,DNB21523054820K09A,0,0.0000000000,1,-48,0.0185227523,0.0000000000,0.5626647919,0.4439051747,0.4898610711,0.6529009342,0.6639919877,0.5052111149,0.5014691949,0.6355844736,0.5159595609,0.6436549425,0.4183276892,0.6343419552,0.6288560629,0.4397694170,0.6569262147,0.5553997755,0.6252692938,0.5374095440,0.5488381386,0.4780631065,0.6232129335,0.5325925946,0.5077579021,0.4518421292,0.5587127805,0.4768995047,0.5044966340,0.5485224724,0.5007282495,0.5506956577,0.4412206709,0.5195053816,0.6139808893,0.4743787050,0.5119466782,0.4413547516,0.5548402667,0.5728310347,0.5187783241,0.5247702599,0.5184423923,0.5099244118,0.4579562545,0.4335108995,0.5679152012,0.5037326813,0.4908885956,0.5165920258,0.4138315320,0.5903388858,0.6052897573,0.5215955973,0.3874621689,0.8255683333,0.7735348940,0.7956079245,0.8656091690,0.8675213456,0.7715512514,0.7799372673,0.8449633718,0.7855867743,0.8571569920,0.7586350441,0.8405787945,0.8337419033,0.7719897032,0.8668917418,0.8014657497,0.8361298442,0.7941746116,0.7885122299,0.7690747976,0.8460851312,0.8062399626,0.8083984852,0.7585638165,0.8143257499,0.7675220966,0.7837658525,0.7971280813,0.7788688540,0.7993079424,0.7769751549,0.7790777087,0.8418912888,0.7630529404,0.7694488168,0.7573903799,0.8158417940,0.8261475563,0.7876958847,0.7985619307,0.8015795946,0.7915610075,0.7605309486,0.7564327717,0.8172163367,0.7855108380,0.7900353670,0.7948297262,0.7538497448,0.8266657591,0.8287230730,0.7750595808,0.7291143537,-2.9017094017,49.4829059829,2013.5982905983,1463.0170940171,5.7582317831,5.7641588121,77.9195464768,-0.0453587067,0.9250114483,0.7235400307,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
T220307181737329VCMLEBC040,'2022-03-07 18:17:53:028,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9,MB0 C3141 NPI UV,,19cc74160780,0x5240fe61ccf4b003,AS1C064043JMA531C233105027,AJ8C072332H1B331B614,DNB21523054820K09A,0,0.0000000000,1,-40,0.0216218734,0.0000000000,0.4700859338,0.3247783184,0.3760085106,0.5818077922,0.5977491140,0.3982547522,0.4187748432,0.5898628235,0.4350612164,0.5572741032,0.2903429866,0.6165831089,0.5850873590,0.3328876495,0.5804629326,0.5112787485,0.5850932002,0.4800226688,0.4844974577,0.4018680155,0.6013038158,0.5471085310,0.4189451635,0.3843238354,0.5752501488,0.4206369817,0.5143116117,0.5254272223,0.4801876843,0.5358776450,0.3133345842,0.4916948080,0.6069459915,0.4333206713,0.4870129824,0.4079541564,0.5589522123,0.5679043531,0.4913358986,0.4476907253,0.4606112540,0.4710698128,0.3739289641,0.3621024489,0.5563104749,0.4900921583,0.3941969275,0.4301526546,0.3703356385,0.6127532721,0.6203753948,0.4917982817,0.3468462527,0.7839839011,0.7117623687,0.7390912771,0.8395373821,0.8455445766,0.7221720815,0.7353132963,0.8244134784,0.7419503927,0.8247659206,0.6920349598,0.8317757845,0.8144379258,0.7099462152,0.8396787643,0.7722803354,0.8168964386,0.7566590309,0.7458735108,0.7282084823,0.8439643383,0.8097193241,0.7713826299,0.7203055620,0.8225332499,0.7376143336,0.7915512323,0.7832906246,0.7623441219,0.7882944942,0.7244667411,0.7653120756,0.8432063460,0.7441368699,0.7556541562,0.7419889569,0.8209174871,0.8225734234,0.7753785849,0.7715506554,0.7669624090,0.7716886997,0.7217724919,0.7119675279,0.8074519038,0.7787443399,0.7476638556,0.7548767924,0.7365223169,0.8356996775,0.8349028826,0.7707265615,0.7108870745,-2.7975206612,49.7231404959,2013.7024793388,1462.7768595041,5.7659332451,5.7718761473,77.8829962114,-0.0433329816,0.9283046909,0.7274442992,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
T220307181737329VCMLEBC040,'2022-03-07 18:17:53:857,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9,MB0 C3141 NPI UV,,19cc74160780,0x5240fe61ccf4b003,AS1C064043JMA531C233105027,AJ8C072332H1B331B614,DNB21523054820K09A,0,0.0000000000,1,-32,0.0258217751,0.0000000000,0.3568165340,0.2064042538,0.2661398947,0.4675670266,0.4871549606,0.2781516612,0.3097663522,0.5155652761,0.3370800316,0.4290196896,0.1714637578,0.5518046618,0.4997507036,0.2288164496,0.4600768089,0.4343761206,0.5089565516,0.4121741652,0.3953837156,0.3295793533,0.5393472910,0.5167252421,0.2996550798,0.3128152490,0.5502116680,0.3597485125,0.4970948696,0.4763546586,0.4214342237,0.4930475354,0.1820162535,0.4421615005,0.5487060547,0.3847154975,0.4502903223,0.3413777947,0.5246406198,0.5192331076,0.4489025474,0.3591480255,0.3700344563,0.4150265753,0.2962269783,0.2643816769,0.4918385744,0.4397759438,0.2869956493,0.3191759586,0.3142909408,0.5909118652,0.5914861560,0.4480270743,0.3112685084,0.7255695611,0.6357038021,0.6691010594,0.7962806225,0.8011927605,0.6576323509,0.6778860092,0.7887079120,0.6890858412,0.7755223513,0.6165328622,0.7969613671,0.7743838429,0.6359088421,0.7912513018,0.7296550274,0.7759575248,0.7084970474,0.6915913224,0.6728542447,0.8218174577,0.7947463989,0.7156759501,0.6701580286,0.8102241755,0.6956810951,0.7773021460,0.7549552917,0.7339774370,0.7653378248,0.6546754837,0.7318837643,0.8254039884,0.7134974599,0.7403928638,0.7174826860,0.8026228547,0.8034304380,0.7639063597,0.7235414982,0.7285674810,0.7455875874,0.6782389879,0.6622713208,0.7841207981,0.7603431344,0.6866039634,0.6997718811,0.7073792219,0.8263366818,0.8286024928,0.7540383339,0.6744890213,-2.7386831276,49.7592592593,2013.7613168724,1462.7407407407,5.7745927491,5.7805535246,77.8396805033,-0.0421598789,0.9275914524,0.7216095754,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
T220307181737329VCMLEBC040,'2022-03-07 18:17:55:199,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9,MB0 C3141 NPI UV,,19cc74160780,0x5240fe61ccf4b003,AS1C064043JMA531C233105027,AJ8C072332H1B331B614,DNB21523054820K09A,0,0.0000000000,2,-64,0.0162322817,0.0000000000,0.6401274800,0.6146128774,0.6451734304,0.6485323906,0.6521912217,0.6278166771,0.5804060698,0.5653373003,0.5731302500,0.6712028980,0.6039744020,0.5343486071,0.5680130720,0.6238307357,0.6617614031,0.5405976772,0.5839016438,0.5746659040,0.6086416245,0.5458532572,0.5346764326,0.4115950465,0.5809555650,0.5089230537,0.4119963944,0.4615185857,0.3958128989,0.4868826866,0.4486704469,0.4644547403,0.5854667425,0.4775202870,0.5143734813,0.5194228292,0.4956357777,0.4862717986,0.4494769573,0.4881164134,0.4991803169,0.5697062612,0.5431138873,0.4947869182,0.5330909491,0.5455083847,0.5031448603,0.4897055924,0.5877038240,0.6036795974,0.4489186406,0.4471976161,0.4827852249,0.5039622784,0.4337065220,0.8560416847,0.8457786441,0.8602064848,0.8605067730,0.8576748371,0.8288465142,0.8189836740,0.8250988722,0.8143304586,0.8638126254,0.8358451128,0.8090186119,0.8221541047,0.8538728952,0.8685324192,0.8088718653,0.8288301229,0.8234907985,0.8263986707,0.8055096865,0.7984356880,0.7473114729,0.8267690539,0.7918035984,0.7482979298,0.7719128132,0.7361168265,0.7793528438,0.7585343719,0.7666934133,0.8259513974,0.7673342228,0.7895748615,0.7786886692,0.7643324137,0.7686086297,0.7613089085,0.7810667753,0.7723219991,0.8112500310,0.8111177683,0.7804006338,0.7906397581,0.8065803051,0.7918339968,0.7695188522,0.8315929174,0.8295343518,0.7623502016,0.7640921474,0.7784698606,0.7642682195,0.7380135059,-2.8539823009,49.4911504425,2013.6460176991,1463.0088495575,5.7480972781,5.7540034516,77.9942343582,-0.0445357962,0.9267996748,0.7281695589,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,

T220307182056992VCMLEBC040,'2022-03-07 18:21:02:018,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9,MB0 C3141 NPI UV,,19cc74160804,0x5240f961b887d703,AS1C064053K3A531B732102051,AJ8C072362FKB231B629,DNB21523054440M13A,0,0.0000000000,0,-128,0.0570966485,0.0000000000,0.0448529944,0.0382731259,0.0484108478,0.0655544549,0.0271735489,0.0939223766,0.0957699418,0.0683258027,0.0766523182,0.0621615872,0.0191110205,0.0518088788,0.0294849351,0.0386160463,0.0221178718,0.0766974315,0.0492150933,0.1021756083,0.1060358584,0.1842123121,0.0737852603,0.0619721562,0.1103257537,0.1730170101,0.0394368470,0.1276587844,0.0452976376,0.1014532521,0.0825432241,0.0905280113,0.0938809663,0.0975259393,0.0840951949,0.0934855938,0.0649013743,0.1374202073,0.0601154715,0.0726670623,0.0245601423,0.0475163385,0.0626846254,0.0439900421,0.0644669905,0.0640922487,0.0570950806,0.1684521735,0.0740837455,0.0636458546,0.0509232320,0.0861203820,0.0793676972,0.1367073655,0.0595734790,0.2620262839,0.3421370387,0.3176681399,0.2025945634,0.1857053936,0.3014676571,0.2882120013,0.1529123485,0.1983564049,0.2339247167,0.3713500798,0.1181936041,0.0965418145,0.3358381391,0.2039121389,0.1575813293,0.0714560971,0.1578661352,0.2177093327,0.3032253981,0.2192311287,0.1705037355,0.3227816224,0.2751604021,0.1623407304,0.2200303823,0.1501554698,0.1959845126,0.1788531840,0.1806652844,0.3400879800,0.1844181716,0.1833056062,0.4743557572,0.3409649134,0.4511973858,0.1767379642,0.1838372052,0.3208574653,0.3079862893,0.3074480295,0.2430781275,0.3493636549,0.3565629721,0.1540042162,0.4028866291,0.3396805823,0.3121596873,0.3792189956,0.1173077524,0.1436183155,0.4223164320,0.4093154073,-8.4347826087,48.2101449275,2008.0652173913,1464.2898550725,5.6886881440,5.6944728011,78.3621780334,-0.1516899222,0.9120040471,0.5550620047,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
T220307182056992VCMLEBC040,'2022-03-07 18:21:02:866,VCMLEBC040A,3,DB_C1001,210615ADOE,R13A_IPQC_MFG_SFR_InfDn_C10_21090805_b1779c9,MB0 C3141 NPI UV,,19cc74160804,0x5240f961b887d703,AS1C064053K3A531B732102051,AJ8C072362FKB231B629,DNB21523054440M13A,0,0.0000000000,0,-96,0.0366644651,0.0000000000,0.1197097469,0.2016279846,0.1870127320,0.0423427373,0.0478555337,0.0952116698,0.0933701396,0.0665580183,0.0346996151,0.0847080946,0.2503520846,0.0790853426,0.0976457745,0.2193149179,0.0684282258,0.0519397557,0.1155264750,0.0711967498,0.0580514669,0.1723435521,0.1496012211,0.1428399086,0.2343035936,0.1556134075,0.1409670413,0.1502842307,0.1188792139,0.1909921765,0.1267390251,0.1783231497,0.2527564764,0.1067332923,0.1322143823,0.3035260141,0.1400600076,0.3021846414,0.0774696171,0.0998958051,0.1301722527,0.1967869103,0.1884572059,0.1143305451,0.2304357439,0.2337188274,0.0312350057,0.2623526454,0.2416956425,0.1972718239,0.2013427317,0.0464538597,0.0594102852,0.2642824054,0.2129791230,0.5444410667,0.6335631609,0.6136316657,0.4820083678,0.4485610723,0.5893580914,0.5631834269,0.4392088056,0.4794462323,0.5043829679,0.6519749761,0.4028751552,0.3618859053,0.6386259794,0.4718556702,0.4639161825,0.3611404002,0.4790838957,0.5462614894,0.5243538618,0.4208220243,0.3215582967,0.5681639910,0.5014938712,0.3146653771,0.4173622727,0.3243061900,0.3417152166,0.3874756396,0.3235983849,0.5847950578,0.4156294465,0.3836359978,0.6481597424,0.5260653496,0.6199214458,0.3889687657,0.4114882946,0.5106763840,0.5641832352,0.5572172403,0.4814506769,0.5982560515,0.6111141443,0.3869865537,0.5699571371,0.5893268585,0.5640243292,0.5613178015,0.3235296011,0.3424474001,0.6017150283,0.5758520365,-8.7421875000,48.3437500000,2007.7578125000,1464.1562500000,5.7125156491,5.7183488915,78.2190233031,-0.1569086870,0.9107395934,0.5527539106,alignment_560cm_EFL / alignment_560cm_rotation / ,,1,
